39.9914516667,-105.2747400000,76.6817239712,0.0000000000,8.7379064333,80.2190916470
39.9914516667,-105.2747400000,75.6466374314,0.0000000000,8.7379064333,80.2190916470
39.9914583333,-105.2747400000,68.1358050316,0.0000000000,8.7064089122,80.1877250632
39.9914550000,-105.2747400000,66.0289809283,0.0000000000,8.7142961655,80.1955901658
39.9914583333,-105.2747400000,67.3037944635,0.0000000000,8.7064089122,80.1877250632
39.9914550000,-105.2747400000,66.5458383788,0.0000000000,8.7142961655,80.1955901658
39.9914516667,-105.2747400000,76.4357283419,0.0000000000,8.7379064333,80.2190916470
39.9914466667,-105.2747400000,83.0508174025,0.0000000000,8.8021890923,80.2827577292
39.9914516667,-105.2747400000,76.3376928097,0.0000000000,8.7379064333,80.2190916470
39.9914466667,-105.2747400000,83.0408362705,0.0000000000,8.8021890923,80.2827577292
39.9914466667,-105.2747566667,83.5625278920,0.0000000000,10.1979177290,81.5611739288
39.9914466667,-105.2747566667,82.7082455499,0.0000000000,10.1979177290,81.5611739288
39.9914433333,-105.2747716667,83.5250898864,0.0000000000,11.5086772172,82.6114520411
39.9914383333,-105.2747883333,84.0430430339,0.0000000000,12.9979815014,83.6684621397
39.9914383333,-105.2747883333,82.7634514976,0.0000000000,12.9979815014,83.6684621397
39.9914350000,-105.2747883333,83.1557434507,0.0000000000,13.0668293701,83.7143482490
39.9914300000,-105.2748050000,81.6285528176,0.0000000000,14.5715588616,84.6610641481
39.9914266667,-105.2748050000,78.5693991505,0.0000000000,14.6564725199,84.7115330100
39.9914266667,-105.2748216667,78.5385085658,0.0000000000,16.0391013622,85.4945444888
39.9914233333,-105.2748216667,77.4906147662,0.0000000000,16.1247363161,85.5407962778
39.9914233333,-105.2748216667,78.2643180825,0.0000000000,16.1247363161,85.5407962778
39.9914233333,-105.2748366667,78.4596693260,0.0000000000,17.3687434312,86.1863118462
39.9914183333,-105.2748366667,77.4869891004,0.0000000000,17.5022000505,86.2527967193
39.9914150000,-105.2748366667,81.5187385278,0.0000000000,17.6003966076,86.3013929352
39.9914150000,-105.2748533333,78.5899573066,0.0000000000,18.9717820806,86.9531063984
39.9914100000,-105.2748533333,84.1425773584,0.0000000000,19.1211247767,87.0212125594
39.9914066667,-105.2748533333,88.2195243703,0.0000000000,19.2289895169,87.0700731021
39.9914016667,-105.2748533333,92.9688952224,0.0000000000,19.4029512434,87.1482996960
39.9913983333,-105.2748700000,96.3886164626,0.0000000000,20.8691675739,87.7810463755
39.9913933333,-105.2748700000,94.7685960482,0.0000000000,21.0541993190,87.8577184500
39.9913933333,-105.2748866667,91.1891200843,0.0000000000,22.3954579180,88.3941427858
39.9913933333,-105.2748866667,92.9233828349,0.0000000000,22.3954579180,88.3941427858
39.9913933333,-105.2749016667,89.7907250218,0.0000000000,23.6108050303,88.8531597481
39.9913900000,-105.2749016667,92.7041966748,0.0000000000,23.7274193125,88.8959539529
39.9913933333,-105.2749183333,87.3778007024,0.0000000000,24.9688767392,89.3389239573
39.9914183333,-105.2749183333,84.9982235166,0.0000000000,24.3065445204,89.1054083054
39.9914183333,-105.2749350000,85.2682084265,0.0000000000,25.7063232936,89.5917431509
39.9914150000,-105.2749350000,85.1550903675,0.0000000000,25.7734402163,89.6143916821
39.9914100000,-105.2749350000,82.2580396256,0.0000000000,25.8838088837,89.6515075386
39.9913933333,-105.2749516667,81.1749495502,0.0000000000,27.7047099513,90.2420160040
39.9913783333,-105.2749516667,92.0008500028,0.0000000000,28.1892120832,90.3926025902
39.9913733333,-105.2749666667,93.2253743571,0.0000000000,29.5813285842,90.8112973595
39.9913650000,-105.2749666667,94.9698213606,0.0000000000,29.8925111329,90.9021918420
39.9913566667,-105.2749666667,96.2307218896,0.0000000000,30.2290963053,90.9994471327
39.9913450000,-105.2749833333,95.3027386669,0.0000000000,32.0456298478,91.5063200875
39.9913366667,-105.2749833333,92.7643514995,0.0000000000,32.4254466846,91.6086631993
39.9913366667,-105.2749833333,92.7270413767,0.0000000000,32.4254466846,91.6086631993
39.9913283333,-105.2749833333,95.3593108751,0.0000000000,32.8281355376,91.7158682053
